,dataset,score,time
0,1_r,11.518697704080605,0.6156883239746094
1,2_r,1.1896489969804334,3.186328887939453
2,3_r,9330.765164332053,3.815364122390747
3,4_c,0.9996221323670319,64.80529928207397
4,5_c,0.7841207570065537,39.126516580581665
5,6_c,0.6584700327851294,61.875388860702515
6,7_c,0.8452413040558434,274.756249666214
7,8_c,0.8860894773163612,595.2009122371674
